,x,y,emoji
326,-24.605297449586917,2.377647077853271,🇬🇦
327,-19.85808906727651,-7.631021271034483,🇬🇧
328,-27.525120339312622,6.868607503405268,🇬🇩
329,-22.478939680636863,-0.33082721734934406,🇬🇪
330,-16.49590359820191,2.6569322547540497,🇬🇫
331,-13.186995762381992,-2.3134116643873006,🇬🇬
332,-7.4513814523898665,13.591908699544092,🇬🇭
333,-23.766650093418587,2.0363910198150714,🇬🇮
334,-21.33034413373507,3.2473936222841244,🇬🇱
335,-27.89185211509471,3.9538189739538616,🇬🇲
336,-25.54617565085018,6.521031690744268,🇬🇳
337,-23.953068163353045,4.144384017903489,🇬🇵
338,-23.95237657414176,7.021143053225749,🇬🇶
339,-22.368511804555975,4.790199283082015,🇬🇷
340,-27.35032624475476,4.666559069138335,🇬🇹
341,-20.499120686432345,1.2585920425748498,🇬🇺
342,-24.588579822590305,7.93981944071117,🇬🇼
343,-25.04931667116125,7.40324767736647,🇬🇾
344,-21.191468843498235,-4.966418420606829,🇭🇰
345,-8.72107704106023,15.134222202984661,🇭🇳
346,-25.27169397674528,5.106200121469996,🇭🇷
347,-24.289336183517477,4.118503278654433,🇭🇹
348,-24.202893021694525,7.260036059843502,🇭🇺
349,-24.311583703631992,8.081323543942066,🇮
350,-25.646288546399386,0.06762374439255933,🇮🇨
351,-27.90289433574776,1.1630368363750243,🇮🇩
352,-23.37040748805484,4.797264416035329,🇮🇪
353,-25.104345606528916,1.448439139542747,🇮🇱
354,-13.622657806470018,-1.8321693182676795,🇮🇲
355,-20.03881681979834,1.548392099103154,🇮🇳
356,-8.200977130708504,-12.029410524684716,🇮🇴
357,-13.067075187125273,15.806254745676432,🇮🇶
358,-8.345639748199748,13.995340939207281,🇮🇷
359,-26.69830043771444,4.365184027263393,🇮🇸
360,-21.607379771143936,6.74954427070973,🇮🇹
361,-22.04583364580599,4.5564802215684015,🇯
362,-26.351531610874783,-0.19333885659385686,🇯🇪
363,-24.37745187142113,2.740666390191214,🇯🇲
364,-27.925356466077286,4.585351274426218,🇯🇴
365,-21.28789615403577,-0.460939481277796,🇯🇵
366,-21.291557674441723,4.361782803662398,🇰🇪
367,-27.503463111836446,3.7116556851414595,🇰🇬
368,-27.70866458537664,6.088985135974015,🇰🇭
369,-7.851967925052111,12.523791901211546,🇰🇮
370,-12.65372108896311,-3.4913779739488544,🇰🇲
371,-22.226957971474537,4.862273299360756,🇰🇳
372,-23.90733075811794,2.4291566775038076,🇰🇵
373,-26.997163836201715,2.4268282694347225,🇰🇷
374,-24.226138331363334,4.199792330180186,🇰🇼
375,-19.516976736543597,0.9910080449835638,🇰🇾
376,-24.082752420294582,2.692080087776176,🇰🇿
377,-16.038743204845627,0.42011982270622467,🇱
378,-24.281856371092644,5.737419074672199,🇱🇦
379,-27.376382992550703,4.3203543856917825,🇱🇧
380,-24.163676867426044,7.6818634326425235,🇱🇨
381,-26.353702242359866,4.845141046638463,🇱🇮
382,-16.573764347660784,2.621566839014124,🇱🇰
383,-25.65844078609262,4.904926417303169,🇱🇷
384,-22.976488619849505,5.4468276995506315,🇱🇸
385,-27.585643783266885,3.315384786759215,🇱🇹
386,-22.72349969385759,2.4998951053180365,🇱🇺
387,-24.264217221337745,6.254290645457911,🇱🇻
388,-27.3793059694389,5.629351395640988,🇱🇾
389,-23.400974169332134,3.1757969770247088,🇲🇦
390,-4.553835309872049,14.60100106893788,🇲🇨
391,-8.184052743080676,11.60932827903894,🇲🇩
392,-22.93339907893458,0.2502467771788766,🇲🇪
393,-24.526958151494725,8.18753580396442,🇲🇬
394,-20.31262476779427,0.41315088596551797,🇲🇭
395,-26.83254371817307,5.525314348988816,🇲🇰
396,-24.557787091751358,8.800296186814712,🇲🇱
397,-22.956863973088097,-2.3681172262350745,🇲🇲
398,-8.148270452433108,13.50242134982727,🇲🇳
399,-28.32883095728922,2.652035194583294,🇲🇴
400,-23.39486328661736,6.148299643254009,🇲🇵
401,-28.397455996383414,6.305635859273223,🇲🇶
402,-7.96835389393242,14.3065571976264,🇲🇷
403,-26.72527823138002,5.468344382132535,🇲🇸
404,-26.814385950819478,3.41308055071834,🇲🇹
405,-25.754339216002823,3.848527291446806,🇲🇺
406,-8.991545253788699,13.186971035283666,🇲🇻
407,-17.910642677196346,5.33385442383227,🇲🇼
408,-22.44790901188092,6.841313997867382,🇲🇽
409,-13.366076447981907,-3.0023576374389616,🇲🇾
410,-7.894783736887136,14.74603641731823,🇲🇿
411,-26.059942126181724,1.4508690191595397,🇳
412,-21.00174998174545,4.441890769428344,🇳🇦
413,-23.386099997189234,1.3689680305692096,🇳🇨
414,-15.471441492419252,-1.7396601067300206,🇳🇪
415,-20.19995849042778,1.050411746423497,🇳🇫
416,-24.488953963886487,4.736585280929236,🇳🇬
417,-20.74121891955093,1.0912318291383394,🇳🇮
418,-14.351618452301581,-2.2457008801824,🇳🇱
419,-22.444300110207834,5.196070141538553,🇳🇴
420,-25.682478059863154,7.899059217673428,🇳🇵
421,-13.446134808937398,-1.502004595600911,🇳🇷
422,-11.237144940516215,-3.726172366203193,🇳🇺
423,-27.52666025093118,1.2980019674746448,🇳🇿
424,-27.208625724277272,2.953799336011049,🇴
425,-14.154860186744278,-1.0036844026418341,🇴🇲
426,-21.9226438794259,3.26981671029313,🇵
427,-20.176207660469597,3.38561638702557,🇵🇦
428,-24.437395152365887,7.241261941673454,🇵🇪
429,-24.976393281450726,6.170144365374064,🇵🇫
430,-28.354642574776072,2.7326969675437445,🇵🇬
431,-25.697533022831617,4.352777992770158,🇵🇭
432,-17.861910389668502,6.41017997232518,🇵🇰
433,-20.593878347727085,3.879746448146404,🇵🇱
434,-26.391619401204775,0.25130634115329964,🇵🇳
435,-26.974668122473858,4.145523201376366,🇵🇷
436,-24.49241269535368,7.448121731877341,🇵🇸
437,-25.815381046057382,3.1290076959709014,🇵🇹
438,-21.67733666907452,4.01920072696386,🇵🇼
439,-26.17087587418167,6.21643354933767,🇵🇾
440,-23.15506085711652,7.357392930618316,🇶
441,-21.571350318335057,5.744390513594369,🇶🇦
442,-21.815136461418362,-0.4845804519811256,🇷🇪
443,-23.18746817804337,4.5044012090130945,🇷🇴
444,-15.194637327668875,-0.4206577086644919,🇷🇸
445,-24.93754399641622,5.9210717123129335,🇷🇺
446,-8.791210595966628,10.088213280976529,🇷🇼
447,-12.696080935548414,-3.4096847505739865,🇸
448,-27.235630491455158,9.823705198979194,🇸🇦
449,-26.33342014979681,0.4805482494232699,🇸🇧
450,-24.325608861912862,3.845020405779491,🇸🇨
451,-12.857311064161735,15.850689750014894,🇸🇩
452,-23.08153948679786,3.0019263826854847,🇸🇪
453,-22.69294592085942,2.5514736728895815,🇸🇬
454,-14.979406944501413,-0.6984000845542043,🇸🇮
455,-23.890234149075713,0.7053444546571023,🇸🇰
456,-10.514537435707,15.637293111022766,🇸🇱
457,-22.96250814236043,-0.14664008181082358,🇸🇲
458,-27.41267733018403,6.531552874550697,🇸🇳
459,-20.050615445704498,0.7042198808405086,🇸🇴
460,-24.93182462867967,2.1816002117356357,🇸🇷
461,-25.645752845479,4.396804719129789,🇸🇸
462,-25.626466617654074,-0.7770066178792341,🇸🇹
463,-28.375774029634286,5.572419930014596,🇸🇻
464,-19.664406505932693,1.4566200785370338,🇸🇽
465,-27.123562551302005,6.455326037328272,🇸🇾
466,-25.644782550417755,7.099918299527451,🇸🇿
467,-24.89791720895471,3.1591298276341266,🇹🇦
468,-23.53509835174283,7.439803015925969,🇹🇨
469,-21.16442347727265,-4.776018973413016,🇹🇩
470,-18.573688702376437,9.528328745117514,🇹🇫
471,-24.918014497883366,8.266390917257173,🇹🇬
472,-22.99165833574886,3.5902266358846857,🇹🇭
473,-22.83512606070393,6.48529143747236,🇹🇯
474,1.0273024887142759,13.723506296455497,🇹🇰
475,-24.534778051464677,5.42008950204453,🇹🇱
476,-23.62923543513819,5.943090426421688,🇹🇲
477,-22.688325774949778,7.555285946398095,🇹🇳
478,-15.942164006423944,0.17284012844588614,🇹🇴
479,-14.846769028263415,0.27945240758081213,🇹🇷
480,-15.625224502352554,-1.4661464020293977,🇹🇹
481,-22.669788579586605,2.490018695132051,🇹🇻
482,-26.2535210909403,0.8285356840626249,🇹🇼
483,-28.0126776490291,6.463320025365633,🇹🇿
484,-24.212246765444238,1.201218177680849,🇺
485,-13.338029413893624,15.74572839754683,🇺🇦
486,-15.420601681123022,-1.2783088402573237,🇺🇬
487,-20.669137637765786,-6.0967832966091215,🇺🇸
488,-8.078976740334056,15.602656928970413,🇺🇾
489,-25.67470889408095,7.562125854362116,🇺🇿
490,-26.350367652415233,2.0540260332155236,🇻
491,-3.3304589934818476,-12.364833640890966,🇻🇦
492,-25.54643494970422,6.410798855712995,🇻🇨
493,-27.876898885081776,6.385746133949514,🇻🇪
494,-21.548164465507536,1.50063974912879,🇻🇬
495,-27.401379086723082,2.297960733190338,🇻🇮
496,-22.929866148102953,0.5939149596972502,🇻🇳
497,-26.327701072104272,5.402857266696479,🇻🇺
498,-27.03738483162261,3.229130344566489,🇼
499,-27.201855211555927,5.331124417068008,🇼🇸
500,-25.858220259071697,2.301568411326354,🇽
501,-8.039704184401831,12.560959511356952,🇽🇰
502,-22.11860259643929,-0.23469505759641154,🇾🇪
503,-26.406607390825407,3.4442664440911606,🇾🇹
504,-26.20159248526544,1.8238864396310985,🇿
505,-25.520739251464494,6.703308504433799,🇿🇦
506,-23.40851362182081,7.2607768734971,🇿🇲
507,-8.105082980575753,15.576888213318721,🇿🇼
508,-6.10993328363082,-1.8095495986081516,🈁
509,0.1909305652017035,-11.154328058436896,🈂️
510,9.891954075862964,-5.426724590655301,🈚
511,-4.9374246632200025,6.244862989991705,🈯
512,8.503545735122199,12.589166748393854,🈲
513,4.79132228286936,-9.793162575694224,🈳
514,-6.215634693417229,-11.08253785772428,🈴
515,7.851128370945017,12.275964626849472,🈵
516,-6.310024194979634,0.10949042136657093,🈶
517,-10.612794443746125,-14.181602074853988,🈷️
518,-12.110907937020679,3.6457365826946795,🈸
519,-8.785151591913465,-15.246745593856962,🈹
520,2.1389901677240855,-9.796383773984626,🈺
521,1.2118789871151192,-8.926028276902432,🉐
522,5.761244923312039,-3.227949240129935,🉑
523,6.714754368900895,-6.648592257281984,🌀
524,6.255776876315801,-9.796482078537913,🌁
525,5.919289808931478,-5.206356346967513,🌂
526,-4.479304110929803,-7.6546142339189185,🌃
527,1.685066999201895,-1.9449582876354374,🌄
528,2.650135513195098,-6.084185459448918,🌅
529,1.554483386914413,-5.066639745380972,🌆
530,1.498707822363548,-4.013691034911593,🌇
531,-10.72908598089869,2.6404798862726917,🌈
532,-4.146399407943975,-10.513763955886503,🌉
533,1.9712774869253131,-5.658215901305438,🌊
534,15.049950262456138,-1.5863349065008365,🌋
535,-4.507320435661202,-7.2666949299700665,🌌
536,-2.4067451222714276,-11.534798945038572,🌍
537,-2.437756255047103,-14.972804425689755,🌎
538,-2.145792989011823,-12.304757907642166,🌏
539,-2.1084742188227805,-9.760928933186717,🌐
540,1.439011278530024,-2.4757355335891935,🌑
541,1.3409465728663903,-2.857091801037291,🌒
542,1.6730694748244517,-0.8644523957842808,🌓
543,1.2825823805055387,-2.7625268959687093,🌔
544,1.2920748022948572,-0.4922149446624253,🌕
545,0.9584410072399089,-2.4927813388808473,🌖
546,3.091335039010235,-1.7979472757502561,🌗
547,3.025055196555347,-3.203556946105826,🌘
548,2.7738821516332095,-3.074283055428271,🌙
549,0.2989281691959529,-0.021085264412630665,🌚
550,-0.02515106053120728,0.2404789486533973,🌛
551,-2.1100876284223014,1.4148384607974205,🌜
552,-1.8044724612328022,1.364293145191747,🌝
553,-2.158328238359577,1.4783710180909657,🌞
554,-9.1636135238064,3.0275928808441956,🌟
555,-5.602356638674333,-10.172362951264898,🌠
